id,name,artists,release_date,popularity,duration_ms,genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
7JNh1cfm0eXjqFVOzKLyau,Mayores,"Becky G, Bad Bunny",2017-07-14,59,202453,"latin pop, latin viral pop, rap latina, reggaeton, trap latino, urbano latino",0.743,0.855,5,-3.976,0,0.0436,0.141,0.0045,0.099,0.871,96.989
7rzzvtKLYsspPF8aUBghlF,ENVIGADO,"Ryan Castro, Blessd, Zion",2024-05-10,52,220449,"reggaeton, trap colombiano, trap latino, urbano latino",0.844,0.812,5,-4.751,0,0.0511,0.0769,0,0.0808,0.971,89.001
0JLKzgJT62z3jNWsDt6znJ,LAGUNA,"Mora, Arcángel",2023-08-28,57,246593,"trap latino, urbano latino",0.701,0.673,11,-6.691,0,0.0562,0.173,0,0.11,0.559,142.986
1EEi2iubi24hMgZiZKrYkY,Chocolatito,Jowell & Randy,2024-11-22,39,136632,"reggaeton, urbano latino",0.81,0.791,1,-6.126,1,0.202,0.0578,0,0.0687,0.726,169.922
48MsdL5Med93EyIwINl5qY,Whoopty (Latin Mix) [feat. Anuel AA and Ozuna],"CJ, Anuel AA, Ozuna",2021-03-26,46,213060,nyc rap,0.439,0.72,1,-6.593,1,0.233,0.289,0,0.108,0.606,97.531
1F205Nl2feOSYSztLNOJAL,3 Am,"Eladio Carrion, Brytiago",2020-01-31,72,208236,"trap boricua, trap latino, trap triste, urbano latino",0.852,0.613,9,-5.261,1,0.108,0.413,0.000201,0.123,0.576,89.951
1Q5QDlgl9zAQ4a2WeM4gQE,Paleta,"Wisin & Yandel, Daddy Yankee",2005-01-01,45,175453,"electro latino, reggaeton, trap latino, urbano latino",0.863,0.842,11,-4.907,1,0.168,0.123,0,0.254,0.718,95.0
65MqlYPOWReasKWcuCaOCW,REMIX,Daddy Yankee,2022-03-25,52,163680,"latin hip hop, reggaeton, trap latino, urbano latino",0.819,0.781,1,-4.879,1,0.0547,0.0323,0.0012,0.121,0.385,100.062
6FvMc0dfKvSbzFmqfT1GoG,TQMQA,Eladio Carrion,2023-12-14,54,169911,"trap boricua, trap latino, trap triste, urbano latino",0.613,0.552,5,-7.71,1,0.207,0.631,0,0.119,0.588,112.678
0fADaWdT3obxk7zvHS18VY,PANTIES Y BRASIERES,"Rauw Alejandro, Daddy Yankee",2023-01-26,61,197383,"puerto rican pop, reggaeton, trap latino, urbano latino",0.758,0.888,1,-2.851,1,0.0706,0.34,0.00139,0.144,0.408,107.039
70ZseeIArlyha456a9KZss,Rai Nao,Kris Floyd,2024-06-12,33,119833,"trap boricua, trap latino, urbano latino",0.627,0.418,1,-11.997,1,0.124,0.226,0,0.0973,0.568,179.601
3wlHZBhl1SPbzEr0Y1Mk18,Not Too Much,"Don Omar, Zion",2006-01-01,43,211520,"latin hip hop, puerto rican pop, reggaeton, trap latino, urbano latino",0.75,0.694,9,-5.59,1,0.0592,0.0179,0,0.13,0.245,92.015
1Wez9szTYiHFQVtjNTID4h,Soltándote,Cris Mj,2023-11-09,52,185000,"mambo chileno, trap latino, urbano chileno, urbano latino",0.642,0.677,11,-5.35,0,0.154,0.0413,0,0.109,0.452,195.995
3XbOduHVOK9fjsaPKmgzSV,9x19/300BLK (with Pressure 9X19),"YOVNGCHIMI, Pressure 9X19",2024-04-30,63,244957,"trap latino, urbano latino",0.537,0.6,2,-6.961,1,0.275,0.0702,0,0.234,0.525,97.001
2E5AxSvxrnRsaExLe1aaXI,EL TREN,"Micro TDH, Myke Towers",2021-05-05,49,215134,"trap latino, trap venezolano, urbano latino, venezuelan hip hop",0.791,0.861,1,-3.994,1,0.196,0.319,1.58e-06,0.125,0.606,88.004
4QfZYDhGZc0T2RDvGiI69E,Singapur,"El Alfa, Chael Produciendo",2020-05-15,1,178407,"dembow, rap dominicano, trap latino, urbano latino",0.853,0.909,7,-2.473,1,0.229,0.0522,0.0223,0.129,0.803,112.987
59cCMgCXQNLCk4AEnXr5GJ,Cuerpo a Cuerpo,"Wisin, Omar Courtz",2023-09-07,37,244110,"reggaeton, urbano latino",0.844,0.695,10,-5.846,0,0.098,0.171,0.000697,0.108,0.504,105.988
7xjFEvchFCiAmuseCBModI,Bastardo (feat. Ñengo Flow & Jere Klein),"Pablo Chill-E, Ñengo Flow, Jere Klein",2024-03-29,65,264996,"trap chileno, urbano chileno, urbano latino",0.517,0.746,3,-4.605,0,0.193,0.0851,0,0.0621,0.813,83.814
4eTCYvcnrUtyf8hvM04VOX,PETTY,Alejo,2024-05-16,42,109345,"reggaeton, trap latino, urbano latino",0.747,0.812,1,-3.898,0,0.07,0.159,0,0.0657,0.728,90.043
6Nr40AS5eNsfFjpMrisCY3,Te Olvidaste,"C. Tangana, Omar Apollo",2021-02-26,54,187520,urbano espanol,0.795,0.361,3,-10.701,0,0.227,0.625,0.00477,0.114,0.346,88.036
7yjSJCFHonG9hz1A8WHHbn,BOBOMENSOTONTO,"Nsqk, Easykid",2024-08-14,64,181200,"r&b en espanol, rap regio",0.691,0.774,11,-5.265,1,0.0592,0.0325,0,0.0977,0.538,95.984
6rXvMpWJbTyhSrVWye7jPE,Inocente,Romeo Santos,2014-02-25,62,236293,"bachata, latin hip hop, latin pop, trap latino, urbano latino",0.733,0.794,5,-4.328,1,0.0447,0.359,0,0.16,0.857,140.186
3vqxapus26imChRaRh51T9,Habibi,JHAYCO,2024-09-06,61,166053,"reggaeton, trap latino, urbano latino",0.765,0.485,0,-6.247,0,0.0966,0.0573,0.0079,0.063,0.434,95.078
6R5oJuPeKCc7OWlQc7vcAb,Polvo de tu Vida,"J Balvin, Chencho Corleone",2024-08-09,56,172120,"reggaeton, reggaeton colombiano, trap latino, urbano latino",0.803,0.849,5,-6.377,0,0.0385,0.0395,0,0.06,0.23,94.968
5rm5rdDxzqSY2JjK7cAUhc,Arrebatao,"El Alfa, Chael Produciendo",2021-03-30,0,171355,"dembow, rap dominicano, trap latino, urbano latino",0.91,0.882,11,-4.798,0,0.0621,0.0618,0.771,0.359,0.899,118.066
5IsTVBbwSjU38VqJbZNokS,Los De Siempre,"Anuel AA, Chris Jedi",2021-08-06,46,205733,"reggaeton, reggaeton flow, trap boricua, trap latino, urbano latino",0.808,0.586,1,-5.324,1,0.228,0.264,0,0.137,0.84,89.998
2K1mqI6DBj5qv83oif1Zj5,XOXA - Premium,"Farruko, El Alfa",2021-02-23,39,233680,"reggaeton, trap latino, urbano latino",0.593,0.643,8,-3.792,1,0.292,0.107,3.85e-05,0.199,0.366,179.956
2ksOAxtIxY8yElEWw8RhgK,China,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna",2019-07-19,71,301714,"reggaeton, reggaeton flow, trap boricua, trap latino, urbano latino",0.786,0.808,7,-3.702,1,0.0882,0.0846,0.000289,0.0822,0.609,105.027
1naW83N44WMeZ0W719OC14,Estadia,"Omy de Oro, Rauw Alejandro",2020-09-03,49,215312,"reggaeton flow, trap latino, urbano latino",0.827,0.768,6,-5.503,0,0.0794,0.685,0.00218,0.308,0.708,91.989
3EPIt4FqsVQLM48HozrcFr,KTM,"JHAYCO, Bryant Myers, Luar La L",2024-03-22,56,366760,"reggaeton, trap latino, urbano latino",0.714,0.563,5,-7.236,0,0.14,0.312,6.44e-05,0.155,0.431,87.976
0dKg2vGC1hFqcK5LGTaKzX,Tusa,"KAROL G, Nicki Minaj",2021-03-26,69,201920,"reggaeton, reggaeton colombiano, urbano latino",0.799,0.701,2,-3.272,1,0.282,0.309,7.36e-05,0.0514,0.607,100.946
7mfztd9ZxJF4c5JYZhe8XH,ROMÁNTICOS DE LUNES,Feid,2023-09-29,0,243160,"colombian pop, pop reggaeton, reggaeton, reggaeton colombiano, trap latino, urbano latino",0.713,0.58,4,-5.798,1,0.115,0.0603,0,0.157,0.351,98.991
3tmLjwKvnffDIyjA3100Ff,LA CURA,Alejo,2023-05-04,41,141862,"reggaeton, trap latino, urbano latino",0.664,0.714,1,-5.523,1,0.117,0.738,1.99e-06,0.112,0.599,169.624
0fZq7eIpfg7GHi9UOeRaaB,Besos Mojados,Wisin & Yandel,2009-01-01,61,264680,"electro latino, reggaeton, trap latino, urbano latino",0.646,0.811,2,-6.482,1,0.141,0.0958,2.53e-05,0.266,0.36,95.985
73fztLrrdzBHSzLs5vubFU,COMETIERRA REMIX,"Nsqk, legallyrxx",2023-12-06,56,180923,"r&b en espanol, rap regio",0.805,0.719,0,-5.645,1,0.169,0.255,0.0017,0.165,0.515,129.981
4NeSiMzOirUy4Vuw8of4Ok,1%,Papi Sousa,2022-07-22,49,134000,"trap boricua, urbano latino",0.384,0.328,10,-8.387,1,0.0884,0.862,0.00047,0.109,0.377,82.272
1k1dKi7KYxKxiFeufqTzAp,F40 - Remix,"J Balvin, Arcángel",2021-12-10,31,145498,"reggaeton, reggaeton colombiano, trap latino, urbano latino",0.611,0.519,9,-5.612,1,0.368,0.018,6.63e-06,0.119,0.469,172.062
5rJ3GsCYBnIaFdsNKggTiG,SEXO DESENFRENADO,Myke Towers,2024-08-22,56,243360,"reggaeton, trap latino, urbano latino",0.757,0.715,8,-3.949,0,0.0702,0.0594,0.000345,0.0892,0.357,99.992
7D7EH7MGyNHWSkqrszerI1,BEBÉ,"Camilo, El Alfa",2020-11-25,58,198706,"colombian pop, latin pop, latin viral pop, reggaeton colombiano, urbano latino",0.862,0.72,4,-4.048,1,0.0379,0.487,1.19e-06,0.0604,0.965,129.972
4dQX1TnaicU7KD6kgotVBw,Miles,Eladio Carrion,2018-06-21,44,141577,"trap boricua, trap latino, trap triste, urbano latino",0.933,0.637,11,-5.702,0,0.051,0.502,0,0.138,0.579,122.036
30JMFQ7LhN5ztichFxVEBE,Perreo Europeo,Jowell & Randy,2024-11-22,42,153649,"reggaeton, urbano latino",0.81,0.794,5,-5.535,0,0.0487,0.0565,5.09e-05,0.103,0.641,94.986
6opCVD6WJNDyBAxvrzKLnH,Martini,Dei V,2024-06-14,72,164365,"trap latino, urbano latino",0.576,0.663,6,-6.811,0,0.0823,0.63,3.37e-05,0.123,0.427,104.752
1VCMkNBJtt1obiqIGRvla5,BUENOS AIRES,"Tainy, Mora, Zion",2023-06-29,1,118857,"pop reggaeton, reggaeton, trap latino, urbano latino",0.803,0.673,10,-3.674,1,0.0436,0.0642,0,0.155,0.305,105.013
1B49GDycK8rmbVqLhFD86z,Nebuleo (feat. DJ Blass),"Club16, Jota Rosa, Alvaro Diaz, DJ Blass",2023-04-27,32,138209,,0.554,0.875,0,-4.215,1,0.227,0.377,0.00077,0.143,0.54,98.538
6HlWtggWotj9bUNcPGEeLS,Bien:( (feat. Rusowsky),"C. Tangana, rusowsky",2020-05-14,0,112440,urbano espanol,0.611,0.202,10,-12.898,1,0.0371,0.692,0.000446,0.125,0.168,73.019
1txhQHV26PyOJJarkYtkOn,TU$$I (with Dei V),"YOVNGCHIMI, Dei V",2023-12-08,72,163200,"trap latino, urbano latino",0.535,0.603,10,-7.393,0,0.0668,0.294,0,0.13,0.428,89.724
02tO6ZalO34vImCrOpuWF3,Chinita Linda,"Alvaro Diaz, Rawayana",2021-10-29,59,239613,"trap boricua, urbano latino",0.654,0.737,4,-6.741,0,0.0462,0.513,0.0645,0.139,0.592,98.01
4HRDBtek0ayfLQ6uc7rjO9,¿Cual es tu plan?,"Bad Bunny, Ñejo, Pj Sin Suela, DJ Nelson",2018-08-17,0,243700,"reggaeton, trap latino, urbano latino",0.822,0.601,5,-5.418,0,0.297,0.415,0,0.0797,0.872,96.123
5cWjBGpFkQUyypkLGgMqrX,Gatillera,Alvaro Diaz,2021-07-09,32,194373,"trap boricua, urbano latino",0.583,0.796,1,-6.292,1,0.0451,0.3,0,0.133,0.757,86.045
6akOd56SylaQz9qHRxZk9a,Socios,Jowell & Randy,2024-11-22,41,109259,"reggaeton, urbano latino",0.755,0.707,6,-5.39,0,0.31,0.34,0,0.0994,0.603,96.928
58M9yeJ9MKPVEGTTB64Mlh,AsesinoNato,"Pressure 9X19, Midnvght, Yecko",2024-01-12,61,153600,trap latino,0.518,0.717,2,-3.801,1,0.187,0.0471,1.43e-06,0.217,0.149,99.881
4jOBQxq4Ffd8DDrsN4wPOR,Christian Dior,JHAYCO,2021-03-12,0,147120,"reggaeton, trap latino, urbano latino",0.839,0.706,7,-5.629,0,0.0728,0.264,1.23e-06,0.106,0.462,92.031
1DdrejuwM8C3ExsXaPAgF8,Noche de Travesura,"Héctor ""El Father""",2019-10-25,2,207786,"reggaeton, urbano latino",0.826,0.532,9,-11.731,1,0.238,0.292,0,0.075,0.45,92.003
0I3UatrHgOu864I8a9SL0b,Drug Dealer,"Ovi, Luar La L",2021-08-13,37,208896,"corrido, corridos tumbados, sad sierreno, trap latino, urbano latino",0.663,0.732,3,-6.197,0,0.46,0.368,0,0.152,0.786,76.27
7pWBRneiso1n8vdpn6mp8V,Kobe En LA 2.0,JHAYCO,2021-09-03,45,391986,"reggaeton, trap latino, urbano latino",0.452,0.628,1,-6.378,1,0.0663,0.102,1.6e-05,0.0937,0.277,96.031
0tvrucEjmw7aNS9qBSHO4l,Location,"Alejo, Caleb Calloway",2022-05-27,52,125109,"reggaeton, trap latino, urbano latino",0.859,0.534,9,-9.23,1,0.151,0.192,0,0.121,0.264,95.039
4h4ZykphGhv6HoomNndhm3,Tata,"Eladio Carrion, J Balvin",2021-01-08,51,165500,"trap boricua, trap latino, trap triste, urbano latino",0.722,0.705,0,-6.753,0,0.148,0.793,1.44e-05,0.339,0.447,139.998
4Lvm5JB8XfEK3EGYlXU7nz,District,"Chencho Corleone, Jowell & Randy",2024-09-13,50,224423,"reggaeton, reggaeton flow, trap latino, urbano latino",0.788,0.738,7,-5.006,1,0.0872,0.0102,0.00618,0.105,0.409,92.998
51tMYALx6Lkrte41DoWIPq,PIN PIN,Myke Towers,2021-04-23,53,159572,"reggaeton, trap latino, urbano latino",0.77,0.759,2,-5.749,1,0.0535,0.0328,0.0276,0.145,0.372,90.782
4lLl2TEcaKFcP6m9Xzx3rI,Dime Tú,"Pailita, Cris Mj, Big Cvyu",2022-02-04,60,225864,"drill chileno, urbano chileno, urbano latino",0.818,0.73,9,-7.248,1,0.109,0.344,6.06e-06,0.103,0.887,97.992
7qQwkxc3CZ0DkuCwIjbDyB,Puesta Pal' Perreo,"Ñengo Flow, Wisin & Yandel",2024-01-05,39,179927,"reggaeton, trap latino, urbano latino",0.884,0.745,7,-4.145,1,0.147,0.0555,8.92e-06,0.164,0.634,109.992
5eEQCfq7MXQr6aHLNRUZLs,Keii,Anuel AA,2020-02-07,62,210000,"reggaeton, reggaeton flow, trap boricua, trap latino, urbano latino",0.708,0.797,0,-3.095,0,0.0391,0.4,0,0.096,0.51,88.015
3FWAWggrMlMaSuBrf5cgKP,Machucando,Daddy Yankee,2005-01-01,54,178786,"latin hip hop, reggaeton, trap latino, urbano latino",0.84,0.843,8,-4.129,1,0.0632,0.241,9.97e-06,0.232,0.774,93.973
2GHoXT2OEEVsIlAkGyfmxY,De La High School,Jowell & Randy,2024-11-22,40,239356,"reggaeton, urbano latino",0.567,0.79,6,-5.751,0,0.151,0.00575,0.000162,0.372,0.685,97.032
6eDImMU0RbxxTWqlEzpcom,Mi Vicio,JHAYCO,2021-09-03,51,220533,"reggaeton, trap latino, urbano latino",0.772,0.695,0,-4.289,1,0.0466,0.0131,0,0.188,0.711,92.96
3Zm9ZCH5iQcpp1tdvU9rb7,BAD BOY,"Chris Jedi, Gaby Music, Dei V, Anuel AA, Ozuna",2024-02-09,58,235146,"reggaeton, trap latino, urbano latino",0.766,0.711,1,-4.892,0,0.0843,0.334,0.000111,0.418,0.633,94.972
3seBr5Cm5NSEO8CKKR8sYw,MA DIAMANTE,"ITHAN NY, Ak4:20",2024-03-21,56,148602,"drill chileno, urbano chileno",0.676,0.893,7,-5.029,1,0.349,0.226,0,0.188,0.712,105.475
1bNLxzcClfLdET4RiDb6Ph,Gelato,"Eladio Carrion, Smokepurpp, Duki, hidemiyabi",2020-10-23,42,204000,"trap boricua, trap latino, trap triste, urbano latino",0.846,0.524,5,-7.419,1,0.0687,0.384,0.000594,0.104,0.275,132.004
2QxkUx3Mxdvqs4q55tXSdi,La Rompe Carros,Daddy Yankee,2013-01-01,38,179266,"latin hip hop, reggaeton, trap latino, urbano latino",0.713,0.789,9,-7.877,1,0.236,0.0518,0.000172,0.307,0.718,178.063
0mBKuFjGCZwfBG78RINKYC,INCENDIÁ,"Taiko, FaceBrooklyn, Polimá Westcoast",2024-06-20,37,211200,,0.822,0.79,10,-4.386,1,0.051,0.192,0.000481,0.145,0.362,100.019
0WSKJY5hXkdmR8gbA3AXX3,De Luto,"Yeruza, Eladio Carrion",2023-08-31,48,173250,"trap boricua, trap latino, urbano latino",0.744,0.658,8,-7.899,1,0.146,0.139,0,0.0876,0.174,95.037
5WoC5tREb1zyxfmLu3RyQ7,PERREO LENTO,"Chris Jedi, Gaby Music, Dei V",2024-02-09,64,156640,"reggaeton, trap latino, urbano latino",0.903,0.745,5,-3.074,1,0.144,0.323,4.41e-05,0.0936,0.887,95.068
1XpXbpGnYmqWRMZEsFta4a,Swat,"J Balvin, Luar La L",2024-08-09,54,207241,"reggaeton, reggaeton colombiano, trap latino, urbano latino",0.818,0.719,0,-3.252,1,0.162,0.201,0,0.103,0.804,89.999
5lFl0Aksww4t4CGiYYtpZz,Detective,Rauw Alejandro,2019-07-08,60,204631,"puerto rican pop, reggaeton, trap latino, urbano latino",0.786,0.787,1,-5.332,1,0.037,0.322,0,0.124,0.479,95.008
2FqTbwiogEVvZnkarPf5BV,HOLA PERDIDA REMIX,"Luck Ra, Maluma, KHEA",2024-05-31,70,201030,"trap argentino, trap triste",0.479,0.802,2,-4.605,0,0.0719,0.176,0,0.258,0.763,149.06
3PFzywU250T4punPFDNzW5,Bien Te Va - Remix,"Nyquest, fedesttar, Mike Castillo",2024-04-05,53,158597,,0.702,0.65,1,-6.998,0,0.0914,0.474,0.00315,0.0773,0.663,94.006
2UXAWKnI5DLc2f9bPfAqTm,Baby (with Lunay),"YOVNGCHIMI, Lunay",2023-12-08,57,176250,"trap latino, urbano latino",0.746,0.64,1,-6.004,0,0.162,0.384,0,0.373,0.801,100.073
03a359wbiUsjN9h6yzXvmS,She Don't Give a Fo,"Duki, KHEA",2018-03-12,73,209531,"argentine hip hop, trap argentino, trap latino, trap triste, urbano latino",0.854,0.556,1,-4.49,1,0.14,0.345,0,0.165,0.342,119.938
1phUFVSRRtIhAS8WN1cOlF,Dios Te Guarde,Ñengo Flow,2024-01-05,42,156472,"reggaeton, trap latino, urbano latino",0.602,0.695,2,-6.503,1,0.317,0.0257,0.000355,0.0811,0.449,91.412
5VSYt32LYMqeEaxuL2usbq,tu te quedas :(,"Zakyo, David Marley",2024-11-15,33,232133,,0.701,0.841,3,-3.561,0,0.102,0.31,0,0.177,0.277,116.988
61NsSZ9hOkAn6d4OXyu1D3,JACU',"Alejo, Botlok",2024-05-16,41,163626,"reggaeton, trap latino, urbano latino",0.652,0.659,5,-3.994,0,0.153,0.295,0,0.145,0.392,131.771
3OB01aM0Nf7tWds1TLEL3j,Dembow y Reggaeton,"El Alfa, Yandel, Myke Towers",2019-08-02,63,248589,"dembow, rap dominicano, trap latino, urbano latino",0.881,0.924,5,-1.065,1,0.0701,0.309,0.0168,0.303,0.71,117.025
5vix081v4bfDgmFQlX64vS,ZENDAYA,"legallyrxx, Alejo",2024-03-28,47,183870,"urbano latino, urbano mexicano",0.519,0.836,11,-3.61,1,0.14,0.0613,0,0.145,0.667,123.786
26KjVtX8XoJ4XFP5On8T1o,El Último Baile (Mia 5),"Alvaro Diaz, Kablito",2020-01-31,54,215866,"trap boricua, urbano latino",0.41,0.605,1,-6.857,1,0.0416,0.243,0,0.189,0.115,81.42
1jPff2HChF9ZahcdogUaCX,ESKELETO,"SAIKO, Bryant Myers",2024-04-26,67,279893,"trap latino, urbano espanol, urbano latino",0.733,0.736,0,-3.75,0,0.0458,0.206,0,0.0974,0.227,120.029
5NhLA2P7AiV3cloVmwtwLS,PASIEMPRE,"Tainy, Arcángel, JHAYCO, Myke Towers, Omar Courtz, Arca",2023-06-29,15,355795,"pop reggaeton, reggaeton, trap latino, urbano latino",0.687,0.839,0,-3.434,1,0.111,0.0424,0,0.656,0.537,162.994
7y509djdQxE44sohaOcmxQ,Jarabito,"Lary Over, Farruko, El Alfa, Lirico En La Casa",2021-04-09,37,225600,"reggaeton, reggaeton flow, trap latino, urbano latino",0.781,0.931,11,-3.436,0,0.0689,0.33,0.000694,0.323,0.709,119.905
5OYRVKWII0Eog7CjQRnmGf,MI DROGA,Myke Towers,2023-03-23,52,163240,"reggaeton, trap latino, urbano latino",0.766,0.774,4,-3.84,0,0.246,0.48,0.000165,0.1,0.831,180.033
6Xu7owZWwBVbhxOVA45hMK,CAZADORES,"Rauw Alejandro, Arcángel",2023-01-24,53,226772,"puerto rican pop, reggaeton, trap latino, urbano latino",0.757,0.824,10,-6.353,0,0.114,0.00511,0.00194,0.411,0.307,126.985
5DvhpfrhJKz2pMXllvdjg5,Te Estoy Pensando,"Jowell & Randy, Zion & Lennox",2024-06-20,33,198093,"reggaeton, urbano latino",0.827,0.779,7,-3.434,0,0.11,0.088,1.33e-06,0.109,0.589,99.03
0BvhrGwe5MtFFf9gMIeWbp,Dembow y Reggaeton,"El Alfa, Myke Towers, Yandel",2019-08-02,0,249743,"dembow, rap dominicano, trap latino, urbano latino",0.898,0.89,5,-2.155,1,0.0599,0.38,0.0622,0.171,0.672,117.064
2RVrdr062uLFxXwIxwdXPH,Te Amo,"Piso 21, Paulo Londra",2018-03-15,73,201122,"colombian pop, latin pop, reggaeton, reggaeton colombiano, trap latino, urbano latino",0.849,0.724,5,-4.139,1,0.0665,0.0204,5.98e-06,0.235,0.63,98.005
2igZmkvi3nALgg4EbrrsbB,STORIES VERDES,Alejo,2024-04-11,39,140508,"reggaeton, trap latino, urbano latino",0.685,0.698,0,-3.304,1,0.0703,0.184,0,0.0919,0.398,167.979
3cZhoRYQFqJ8B9z0AN9gJB,Tuyo,Romeo Santos,2017-07-21,58,218565,"bachata, latin hip hop, latin pop, trap latino, urbano latino",0.822,0.695,6,-7.121,0,0.0487,0.423,1.6e-06,0.204,0.787,127.006
2vEY3cNwXYxIG4fPAoN14q,Pa' Llamar Tu Atención (feat. MC Bin Laden),"C. Tangana, MC Bin Laden",2019-01-24,54,177613,urbano espanol,0.884,0.738,5,-3.265,0,0.0837,0.188,0,0.0812,0.678,131.91
0fNAVoDq2F4aAzW1NHTE6S,Conciencia,Aventura,2003-11-15,33,236106,"bachata, bachata dominicana, latin hip hop, latin pop, tropical, urbano latino",0.643,0.552,0,-7.042,1,0.192,0.114,0,0.0566,0.613,118.314
13cGjndWM6OeicNbnIvHVd,Ele Uve,Eladio Carrion,2020-06-25,48,173420,"trap boricua, trap latino, trap triste, urbano latino",0.837,0.562,11,-7.796,0,0.0575,0.0548,0,0.148,0.658,105.989
0zY2rypOdM8xmsf4tUyafF,SUPERNOVA,SAIKO,2023-04-19,59,190909,"trap latino, urbano espanol, urbano latino",0.499,0.676,10,-6.722,0,0.0961,0.0556,4.71e-05,0.61,0.263,176.068
15RIC19jTLR5SYYsdDhXmV,Grecia,JHAYCO,2024-09-06,57,223280,"reggaeton, trap latino, urbano latino",0.868,0.769,4,-4.273,1,0.0905,0.0159,1.22e-05,0.378,0.383,94.964
0VWLId2RwPCno9s1cJm2Vy,Travesuras - Remix,"Nio Garcia, Casper Magico, Ozuna, Wisin & Yandel, Myke Towers, Flow La Movie",2021-03-11,59,324426,"reggaeton, trap latino, urbano latino",0.739,0.788,1,-5.198,1,0.0731,0.0513,0,0.282,0.473,175.996
059bcIhyc2SBwm6sw2AZzd,Te Vi,"Piso 21, Micro TDH",2018-12-14,78,231848,"colombian pop, latin pop, reggaeton, reggaeton colombiano, trap latino, urbano latino",0.877,0.777,1,-4.246,1,0.117,0.0446,3.46e-05,0.0863,0.706,102.02
5Dw6eIwoCbOhZF8vw7WChM,Luna Llena,"Maluma, Ryan Castro",2023-08-25,40,181840,"latin pop, reggaeton, reggaeton colombiano, trap latino, urbano latino",0.781,0.827,10,-3.27,0,0.0494,0.00827,0.000689,0.325,0.821,98.994
2gMau9LsRZtWOrq5cBGywB,Curazao,"El Alfa, Farruko, Chael Produciendo",2021-09-07,1,239577,"dembow, rap dominicano, trap latino, urbano latino",0.854,0.943,11,-4.876,0,0.0846,0.11,1.41e-05,0.0528,0.53,129.256
3opnkI7Y5RB6mVeS4Vp2vk,La Receta,"DrefQuila, Kidd Voodoo, Easykid, Ovyze",2024-05-15,44,263183,"reggaeton chileno, trap chileno, urbano chileno",0.647,0.911,8,-2.766,1,0.0357,0.0855,5.9e-06,0.068,0.597,93.041
6f4LYJwICqxoAILj82kwB0,Nunca Estoy,C. Tangana,2020-04-23,49,162222,urbano espanol,0.917,0.377,2,-5.132,1,0.161,0.474,0.00367,0.298,0.398,134.994
3g5kdvqIrTTFmIAmnze0Xr,MAS VECES,Okelo,2024-04-18,6,117333,,0.793,0.727,0,-6.502,1,0.131,0.296,1.4e-06,0.317,0.481,89.928
5Ejw3lC6Srj8VK4fHgTZAi,SOLO POR VOS,Trueno,2021-07-15,59,199825,"argentine hip hop, bases de freestyle, trap argentino, trap latino, urbano latino",0.697,0.525,10,-8.149,0,0.139,0.748,5.5e-05,0.103,0.63,86.94
1JpzJfxjHGFUyTHXLZidok,Monastery,"Ryan Castro, Feid",2021-11-12,68,189333,"reggaeton, trap colombiano, trap latino, urbano latino",0.811,0.5,5,-6.717,0,0.0976,0.104,0,0.372,0.789,178.017
41i7NlbHryL4wBXnVCc4vL,No Se Si Fue,Arcángel,2013-01-01,54,213185,"latin hip hop, reggaeton, trap latino, urbano latino",0.855,0.536,11,-10.514,0,0.0891,0.331,0.000711,0.0833,0.794,92.024
27RSJHEA99Y0Vsow7nA37A,911 (Remix),"Sech, JHAYCO",2021-07-09,66,208631,"panamanian pop, reggaeton, trap latino, urbano latino",0.816,0.71,7,-3.728,1,0.0398,0.165,0,0.292,0.784,93.02
0XinBYhf1X3kdvKQHOX971,Tú Me Dejaste De Querer,"C. Tangana, Niño de Elche, La Húngara",2020-11-05,53,198499,urbano espanol,0.812,0.747,4,-4.611,0,0.15,0.31,0.00412,0.1,0.488,168.025
6ZxQu3WmtKGzm6yeSKsaz0,Midas,Eladio Carrion,2021-07-02,48,124493,"trap boricua, trap latino, trap triste, urbano latino",0.591,0.639,6,-4.672,0,0.387,0.529,0,0.118,0.264,78.752
4TL3dMZzEQZxVyZTfeRlav,INQUIETO,Rauw Alejandro,2023-07-07,55,222000,"puerto rican pop, reggaeton, trap latino, urbano latino",0.798,0.644,1,-3.823,0,0.147,0.27,7.05e-05,0.0914,0.693,89.013
3zsH8HjIphhGr5HfFFkFPH,Madrugada,"Kiddye, Flaco",2024-04-05,25,181894,,0.59,0.576,4,-7.533,0,0.0763,0.134,1.75e-06,0.121,0.422,94.854
63TolxqG0C6bNh23Ht4jHf,CELOS,"Myke Towers, J Balvin",2023-03-23,49,169655,"reggaeton, trap latino, urbano latino",0.694,0.83,0,-3.286,0,0.103,0.147,1.16e-05,0.0826,0.708,173.867
5ZyNCQmxZlYZfAHeJXTkI2,JORDAN IV,Feid,2021-08-20,55,162520,"colombian pop, pop reggaeton, reggaeton, reggaeton colombiano, trap latino, urbano latino",0.774,0.676,6,-5.238,0,0.293,0.0589,0,0.0941,0.233,165.91
3DFp1mkACqMyGh2NVamjdw,Cuando te Vas,Los Aptos,2021-08-27,21,257838,"corridos tumbados, sad sierreno",0.602,0.288,5,-15.254,1,0.0479,0.587,0.000523,0.153,0.107,115.128
